,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,population,population_density,median_age
67540,OWID_HIC,,High income,2021-09-17,96170593.0,313693.0,1651025.0,3273.0,1214930230.0,,
67541,OWID_HIC,,High income,2021-09-18,96334085.0,163492.0,1652562.0,1537.0,1214930230.0,,
67542,OWID_HIC,,High income,2021-09-19,96454791.0,120706.0,1653288.0,726.0,1214930230.0,,
67543,OWID_HIC,,High income,2021-09-20,96722643.0,267852.0,1656252.0,2964.0,1214930230.0,,
67544,OWID_HIC,,High income,2021-09-21,96939817.0,217174.0,1659631.0,3379.0,1214930230.0,,
67545,OWID_HIC,,High income,2021-09-22,97175350.0,235533.0,1663229.0,3598.0,1214930230.0,,
67546,OWID_HIC,,High income,2021-09-23,97411365.0,236015.0,1667358.0,4129.0,1214930230.0,,
67547,OWID_HIC,,High income,2021-09-24,97684010.0,272645.0,1670553.0,3195.0,1214930230.0,,
67548,OWID_HIC,,High income,2021-09-25,97825696.0,141686.0,1671836.0,1283.0,1214930230.0,,
67549,OWID_HIC,,High income,2021-09-26,97954076.0,128380.0,1672738.0,902.0,1214930230.0,,
67550,OWID_HIC,,High income,2021-09-27,98204348.0,250272.0,1675684.0,2946.0,1214930230.0,,
67551,OWID_HIC,,High income,2021-09-28,98414680.0,210332.0,1679008.0,3324.0,1214930230.0,,
67552,OWID_HIC,,High income,2021-09-29,98641068.0,226388.0,1682451.0,3443.0,1214930230.0,,
67553,OWID_HIC,,High income,2021-09-30,98854992.0,213924.0,1685987.0,3536.0,1214930230.0,,
67554,OWID_HIC,,High income,2021-10-01,99109172.0,254180.0,1688788.0,2801.0,1214930230.0,,
67555,OWID_HIC,,High income,2021-10-02,99234879.0,125707.0,1690062.0,1274.0,1214930230.0,,
67556,OWID_HIC,,High income,2021-10-03,99348346.0,113467.0,1690937.0,875.0,1214930230.0,,
67557,OWID_HIC,,High income,2021-10-04,99579144.0,230798.0,1693516.0,2579.0,1214930230.0,,
67558,OWID_HIC,,High income,2021-10-05,99766228.0,187084.0,1696269.0,2753.0,1214930230.0,,
67559,OWID_HIC,,High income,2021-10-06,99992848.0,226620.0,1699712.0,3443.0,1214930230.0,,
67560,OWID_HIC,,High income,2021-10-07,100202907.0,210059.0,1703072.0,3367.0,1214930230.0,,
67561,OWID_HIC,,High income,2021-10-08,100435829.0,232922.0,1705331.0,2472.0,1214930230.0,,
67562,OWID_HIC,,High income,2021-10-09,100566345.0,130539.0,1706276.0,945.0,1214930230.0,,
67563,OWID_HIC,,High income,2021-10-10,100682144.0,115799.0,1707044.0,768.0,1214930230.0,,
67564,OWID_HIC,,High income,2021-10-11,100865458.0,183314.0,1708755.0,1711.0,1214930230.0,,
67565,OWID_HIC,,High income,2021-10-12,101082182.0,216724.0,1711887.0,3132.0,1214930230.0,,
67566,OWID_HIC,,High income,2021-10-13,101303466.0,221284.0,1715844.0,3957.0,1214930230.0,,
67567,OWID_HIC,,High income,2021-10-14,101509472.0,207102.0,1718832.0,2988.0,1214930230.0,,
67568,OWID_HIC,,High income,2021-10-15,101737989.0,228517.0,1721393.0,2561.0,1214930230.0,,
67569,OWID_HIC,,High income,2021-10-16,101881108.0,143119.0,1722419.0,1027.0,1214930230.0,,
67570,OWID_HIC,,High income,2021-10-17,102006286.0,125178.0,1723251.0,833.0,1214930230.0,,
67571,OWID_HIC,,High income,2021-10-18,102218882.0,212596.0,1725729.0,2478.0,1214930230.0,,
67572,OWID_HIC,,High income,2021-10-19,102434145.0,215263.0,1728736.0,3007.0,1214930230.0,,
67573,OWID_HIC,,High income,2021-10-20,102674921.0,240776.0,1732768.0,4032.0,1214930230.0,,
67574,OWID_HIC,,High income,2021-10-21,102904396.0,229475.0,1735479.0,2711.0,1214930230.0,,
67575,OWID_HIC,,High income,2021-10-22,103148838.0,244442.0,1738121.0,2642.0,1214930230.0,,
67576,OWID_HIC,,High income,2021-10-23,103301333.0,152495.0,1739259.0,1139.0,1214930230.0,,
67577,OWID_HIC,,High income,2021-10-24,103427201.0,125868.0,1739866.0,607.0,1214930230.0,,
67578,OWID_HIC,,High income,2021-10-25,103662974.0,235782.0,1742010.0,2144.0,1214930230.0,,
67579,OWID_HIC,,High income,2021-10-26,103888606.0,225632.0,1744734.0,2724.0,1214930230.0,,
67580,OWID_HIC,,High income,2021-10-27,104170833.0,282227.0,1747919.0,3185.0,1214930230.0,,
67581,OWID_HIC,,High income,2021-10-28,104395516.0,224683.0,1750689.0,2770.0,1214930230.0,,
67582,OWID_HIC,,High income,2021-10-29,104675831.0,280315.0,1753426.0,2737.0,1214930230.0,,
67583,OWID_HIC,,High income,2021-10-30,104856885.0,181054.0,1754509.0,1083.0,1214930230.0,,
67584,OWID_HIC,,High income,2021-10-31,104999411.0,143080.0,1755164.0,655.0,1214930230.0,,
67585,OWID_HIC,,High income,2021-11-01,105237935.0,238524.0,1757180.0,2016.0,1214930230.0,,
67586,OWID_HIC,,High income,2021-11-02,105458150.0,220215.0,1759604.0,2424.0,1214930230.0,,
67587,OWID_HIC,,High income,2021-11-03,105766351.0,308201.0,1762916.0,3312.0,1214930230.0,,
67588,OWID_HIC,,High income,2021-11-04,106063761.0,297410.0,1765437.0,2521.0,1214930230.0,,
67589,OWID_HIC,,High income,2021-11-05,106359433.0,295672.0,1768713.0,3276.0,1214930230.0,,
67590,OWID_HIC,,High income,2021-11-06,106576738.0,217305.0,1770102.0,1389.0,1214930230.0,,
67591,OWID_HIC,,High income,2021-11-07,106750980.0,174242.0,1770846.0,744.0,1214930230.0,,
67592,OWID_HIC,,High income,2021-11-08,107050238.0,299258.0,1773203.0,2358.0,1214930230.0,,
67593,OWID_HIC,,High income,2021-11-09,107331664.0,281426.0,1776178.0,2975.0,1214930230.0,,
67594,OWID_HIC,,High income,2021-11-10,107703928.0,372312.0,1779532.0,3354.0,1214930230.0,,
67595,OWID_HIC,,High income,2021-11-11,108009548.0,305620.0,1781845.0,2313.0,1214930230.0,,
67596,OWID_HIC,,High income,2021-11-12,108400069.0,390521.0,1785582.0,3737.0,1214930230.0,,
67597,OWID_HIC,,High income,2021-11-13,108648177.0,248108.0,1787238.0,1656.0,1214930230.0,,
67598,OWID_HIC,,High income,2021-11-14,108851773.0,203596.0,1788069.0,831.0,1214930230.0,,
67599,OWID_HIC,,High income,2021-11-15,109228027.0,376254.0,1790802.0,2733.0,1214930230.0,,
67600,OWID_HIC,,High income,2021-11-16,109580949.0,352922.0,1793894.0,3092.0,1214930230.0,,
67601,OWID_HIC,,High income,2021-11-17,110022557.0,441608.0,1797566.0,3672.0,1214930230.0,,
67602,OWID_HIC,,High income,2021-11-18,110445887.0,423330.0,1800608.0,3042.0,1214930230.0,,
67603,OWID_HIC,,High income,2021-11-19,110884799.0,438912.0,1804120.0,3512.0,1214930230.0,,
67604,OWID_HIC,,High income,2021-11-20,111191746.0,306947.0,1805869.0,1749.0,1214930230.0,,
67605,OWID_HIC,,High income,2021-11-21,111444461.0,252715.0,1806800.0,931.0,1214930230.0,,
67606,OWID_HIC,,High income,2021-11-22,111913979.0,469518.0,1809898.0,3098.0,1214930230.0,,
67607,OWID_HIC,,High income,2021-11-23,112305138.0,392308.0,1813203.0,3305.0,1214930230.0,,
67608,OWID_HIC,,High income,2021-11-24,112798028.0,492890.0,1817116.0,3913.0,1214930230.0,,
67609,OWID_HIC,,High income,2021-11-25,113206106.0,408078.0,1819705.0,2589.0,1214930230.0,,
67610,OWID_HIC,,High income,2021-11-26,113628076.0,421970.0,1822020.0,2315.0,1214930230.0,,
67611,OWID_HIC,,High income,2021-11-27,113928159.0,300083.0,1823734.0,1714.0,1214930230.0,,
67612,OWID_HIC,,High income,2021-11-28,114194983.0,266824.0,1824916.0,1182.0,1214930230.0,,
67613,OWID_HIC,,High income,2021-11-29,114701654.0,506671.0,1828756.0,3840.0,1214930230.0,,
67614,OWID_HIC,,High income,2021-11-30,115160544.0,458890.0,1832744.0,3988.0,1214930230.0,,
67615,OWID_HIC,,High income,2021-12-01,115692782.0,532238.0,1837248.0,4504.0,1214930230.0,,
