iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2021-10-27,156124.0,53.0,37.857,7266.0,4.0,2.714,3919.225,1.33,0.95,182.4,0.1,0.068,0.98,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-10-28,156166.0,42.0,39.286,7268.0,2.0,2.714,3920.279,1.054,0.986,182.451,0.05,0.068,0.98,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-10-29,156196.0,30.0,37.857,7269.0,1.0,2.429,3921.032,0.753,0.95,182.476,0.025,0.061,0.97,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-10-30,156210.0,14.0,38.571,7272.0,3.0,2.714,3921.384,0.351,0.968,182.551,0.075,0.068,0.96,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-10-31,156250.0,40.0,43.714,7280.0,8.0,3.571,3922.388,1.004,1.097,182.752,0.201,0.09,0.96,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-01,156284.0,34.0,34.857,7281.0,1.0,3.0,3923.241,0.854,0.875,182.777,0.025,0.075,0.95,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-02,156307.0,23.0,33.714,7281.0,0.0,2.714,3923.819,0.577,0.846,182.777,0.0,0.068,0.95,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-03,156323.0,16.0,28.429,7284.0,3.0,2.571,3924.22,0.402,0.714,182.852,0.075,0.065,0.95,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-04,156363.0,40.0,28.143,7284.0,0.0,2.286,3925.225,1.004,0.706,182.852,0.0,0.057,0.95,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-05,156392.0,29.0,28.0,7284.0,0.0,2.143,3925.953,0.728,0.703,182.852,0.0,0.054,0.96,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-06,156397.0,5.0,26.714,7284.0,0.0,1.714,3926.078,0.126,0.671,182.852,0.0,0.043,0.96,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-07,156397.0,0.0,21.0,7284.0,0.0,0.571,3926.078,0.0,0.527,182.852,0.0,0.014,0.96,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-08,156397.0,0.0,16.143,7288.0,4.0,1.0,3926.078,0.0,0.405,182.953,0.1,0.025,0.98,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-09,156397.0,0.0,12.857,7290.0,2.0,1.286,3926.078,0.0,0.323,183.003,0.05,0.032,1.0,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-10,156414.0,17.0,13.0,7291.0,1.0,1.0,3926.505,0.427,0.326,183.028,0.025,0.025,1.04,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-11,156456.0,42.0,13.286,7292.0,1.0,1.143,3927.559,1.054,0.334,183.053,0.025,0.029,1.08,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-12,156487.0,31.0,13.571,7292.0,0.0,1.143,3928.337,0.778,0.341,183.053,0.0,0.029,1.1,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-13,156510.0,23.0,16.143,7292.0,0.0,1.143,3928.915,0.577,0.405,183.053,0.0,0.029,1.13,,,,,,,,,,,,,,,,,,,,,,,36635.0,,,,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-14,156552.0,42.0,22.143,7293.0,1.0,1.286,3929.969,1.054,0.556,183.078,0.025,0.032,1.14,,,,,,,,,,,,,,,,,,4018197.0,3530173.0,3188609.0,,,36635.0,10.09,8.86,8.0,,920.0,60035.0,0.151,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-15,156610.0,58.0,30.429,7294.0,1.0,0.857,3931.425,1.456,0.764,183.103,0.025,0.022,1.16,,,,,,,,,,,,,,,,,,,,,,,33582.0,,,,,843.0,53494.0,0.134,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-16,156649.0,39.0,36.0,7295.0,1.0,0.714,3932.404,0.979,0.904,183.128,0.025,0.018,1.16,,,,,,,,,,,,,,,,,,,,,,,30529.0,,,,,766.0,46953.0,0.118,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-17,156739.0,90.0,46.429,7297.0,2.0,0.857,3934.663,2.259,1.166,183.179,0.05,0.022,1.16,,,,,,,,,,,,,,,,,,,,,,,27476.0,,,,,690.0,40412.0,0.101,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-18,156739.0,0.0,40.429,7297.0,0.0,0.714,3934.663,0.0,1.015,183.179,0.0,0.018,1.15,,,,,,,,,,,,,,,,,,,,,,,24423.0,,,,,613.0,33871.0,0.085,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-19,156812.0,73.0,46.429,7299.0,2.0,1.0,3936.496,1.833,1.166,183.229,0.05,0.025,1.15,,,,,,,,,,,,,,,,,,,,,,,21369.0,,,,,536.0,27330.0,0.069,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-20,156864.0,52.0,50.571,7301.0,2.0,1.286,3937.801,1.305,1.27,183.279,0.05,0.032,1.14,,,,,,,,,,,,,,,,,,,,,,,18316.0,,,,,460.0,20789.0,0.052,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-21,156896.0,32.0,49.143,7303.0,2.0,1.429,3938.605,0.803,1.234,183.329,0.05,0.036,1.13,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-22,156911.0,15.0,43.0,7303.0,0.0,1.286,3938.981,0.377,1.079,183.329,0.0,0.032,1.12,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-23,157015.0,104.0,52.286,7305.0,2.0,1.429,3941.592,2.611,1.313,183.379,0.05,0.036,1.11,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-24,157032.0,17.0,41.857,7306.0,1.0,1.286,3942.019,0.427,1.051,183.405,0.025,0.032,1.1,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-25,157144.0,112.0,57.857,7307.0,1.0,1.429,3944.83,2.812,1.452,183.43,0.025,0.036,1.09,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-26,157171.0,27.0,51.286,7307.0,0.0,1.143,3945.508,0.678,1.287,183.43,0.0,0.029,1.06,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-27,157190.0,19.0,46.571,7308.0,1.0,1.0,3945.985,0.477,1.169,183.455,0.025,0.025,1.04,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-28,157218.0,28.0,46.0,7308.0,0.0,0.714,3946.688,0.703,1.155,183.455,0.0,0.018,1.03,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-29,157260.0,42.0,49.857,7308.0,0.0,0.714,3947.742,1.054,1.252,183.455,0.0,0.018,1.01,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-11-30,157289.0,29.0,39.143,7308.0,0.0,0.429,3948.47,0.728,0.983,183.455,0.0,0.011,1.0,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-01,157359.0,70.0,46.714,7309.0,1.0,0.429,3950.227,1.757,1.173,183.48,0.025,0.011,0.99,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-02,157387.0,28.0,34.714,7310.0,1.0,0.429,3950.93,0.703,0.871,183.505,0.025,0.011,0.98,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-03,157412.0,25.0,34.429,7311.0,1.0,0.571,3951.558,0.628,0.864,183.53,0.025,0.014,0.97,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-04,157431.0,19.0,34.429,7312.0,1.0,0.571,3952.035,0.477,0.864,183.555,0.025,0.014,0.96,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-05,157454.0,23.0,33.714,7312.0,0.0,0.571,3952.612,0.577,0.846,183.555,0.0,0.014,0.95,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-06,157499.0,45.0,34.143,7316.0,4.0,1.143,3953.742,1.13,0.857,183.656,0.1,0.029,0.95,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-07,157508.0,9.0,31.286,7317.0,1.0,1.286,3953.968,0.226,0.785,183.681,0.025,0.032,0.95,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-08,157542.0,34.0,26.143,7319.0,2.0,1.429,3954.821,0.854,0.656,183.731,0.05,0.036,0.95,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-09,157585.0,43.0,28.286,7321.0,2.0,1.571,3955.901,1.079,0.71,183.781,0.05,0.039,0.95,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-10,157603.0,18.0,27.286,7324.0,3.0,1.857,3956.353,0.452,0.685,183.856,0.075,0.047,0.95,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-11,157611.0,8.0,25.714,7325.0,1.0,1.857,3956.553,0.201,0.646,183.882,0.025,0.047,0.95,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-12,157633.0,22.0,25.571,7328.0,3.0,2.286,3957.106,0.552,0.642,183.957,0.075,0.057,0.96,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-13,157648.0,15.0,21.286,7328.0,0.0,1.714,3957.482,0.377,0.534,183.957,0.0,0.043,0.96,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-14,157660.0,12.0,21.714,7329.0,1.0,1.714,3957.784,0.301,0.545,183.982,0.025,0.043,0.97,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-15,157665.0,5.0,17.571,7331.0,2.0,1.714,3957.909,0.126,0.441,184.032,0.05,0.043,0.99,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-16,157725.0,60.0,20.0,7332.0,1.0,1.571,3959.415,1.506,0.502,184.057,0.025,0.039,1.02,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-17,157734.0,9.0,18.714,7332.0,0.0,1.143,3959.641,0.226,0.47,184.057,0.0,0.029,1.03,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-18,157745.0,11.0,19.143,7333.0,1.0,1.143,3959.917,0.276,0.481,184.082,0.025,0.029,1.04,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-19,157787.0,42.0,22.0,7335.0,2.0,1.0,3960.972,1.054,0.552,184.133,0.05,0.025,1.06,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-20,157797.0,10.0,21.286,7335.0,0.0,1.0,3961.223,0.251,0.534,184.133,0.0,0.025,1.07,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-21,157816.0,19.0,22.286,7335.0,0.0,0.857,3961.7,0.477,0.559,184.133,0.0,0.022,1.08,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-22,157841.0,25.0,25.143,7341.0,6.0,1.429,3962.327,0.628,0.631,184.283,0.151,0.036,1.1,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-23,157878.0,37.0,21.857,7346.0,5.0,2.0,3963.256,0.929,0.549,184.409,0.126,0.05,1.12,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-24,157887.0,9.0,21.857,7348.0,2.0,2.286,3963.482,0.226,0.549,184.459,0.05,0.057,1.14,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-25,157895.0,8.0,21.429,7349.0,1.0,2.286,3963.683,0.201,0.538,184.484,0.025,0.057,1.17,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-26,157951.0,56.0,23.429,7354.0,5.0,2.714,3965.089,1.406,0.588,184.61,0.126,0.068,1.19,,,,,,,,,,,,,,,,,,,,,,,15263.0,,,,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-27,157967.0,16.0,24.286,7354.0,0.0,2.714,3965.49,0.402,0.61,184.61,0.0,0.068,1.21,,,,,,,,,,,,,,,,,,4674518.0,4142857.0,3753224.0,,,15263.0,11.73,10.4,9.42,,383.0,14248.0,0.036,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-28,157998.0,31.0,26.0,7355.0,1.0,2.857,3966.268,0.778,0.653,184.635,0.025,0.072,1.23,,,,,,,,,,,,,,,,,,,,,,,15598.0,,,,,392.0,14583.0,0.037,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-29,158037.0,39.0,28.0,7356.0,1.0,2.143,3967.247,0.979,0.703,184.66,0.025,0.054,1.25,,,,,,,,,,,,,,,,,,,,,,,15932.0,,,,,400.0,14918.0,0.037,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-30,158056.0,19.0,25.429,7356.0,0.0,1.429,3967.724,0.477,0.638,184.66,0.0,0.036,1.26,,,,,,,,,,,,,,,,,,,,,,,16266.0,,,,,408.0,15253.0,0.038,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2021-12-31,158084.0,28.0,28.143,7356.0,0.0,1.143,3968.427,0.703,0.706,184.66,0.0,0.029,1.29,,,,,,,,,,,,,,,,,,,,,,,16601.0,,,,,417.0,15588.0,0.039,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-01-01,158107.0,23.0,30.286,7356.0,0.0,1.0,3969.005,0.577,0.76,184.66,0.0,0.025,1.32,,,,,,,,,,,,,,,,,,,,,,,16935.0,,,,,425.0,15923.0,0.04,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-01-02,158189.0,82.0,34.0,7361.0,5.0,1.0,3971.063,2.058,0.854,184.785,0.126,0.025,1.34,,,,,,,,,,,,,,,,,,,,,,,17269.0,,,,,434.0,16258.0,0.041,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-01-03,158183.0,,,7364.0,3.0,1.429,3970.913,,,184.861,0.075,0.036,1.35,,,,,,,,,,,,,,,,,,,,,,,17604.0,,,,,442.0,16593.0,0.042,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-01-04,158205.0,22.0,,7365.0,1.0,1.429,3971.465,0.552,,184.886,0.025,0.036,1.36,,,,,,,,,,,,,,,,,,,,,,,17604.0,,,,,442.0,16593.0,0.042,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-01-05,158245.0,40.0,,7367.0,2.0,1.571,3972.469,1.004,,184.936,0.05,0.039,1.37,,,,,,,,,,,,,,,,,,,,,,,17604.0,,,,,442.0,16593.0,0.042,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-01-06,158275.0,30.0,,7367.0,0.0,1.571,3973.222,0.753,,184.936,0.0,0.039,1.38,,,,,,,,,,,,,,,,,,,,,,,17604.0,,,,,442.0,16593.0,0.042,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-01-07,158300.0,25.0,,7368.0,1.0,1.714,3973.85,0.628,,184.961,0.025,0.043,1.4,,,,,,,,,,,,,,,,,,,,,,,17604.0,,,,,442.0,16593.0,0.042,19.44,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
