iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
OWID_AFR,,Africa,2020-05-31,146551.0,5247.0,4992.286,4222.0,153.0,124.0,106.7,3.82,3.635,3.074,0.111,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-01,152336.0,5785.0,5229.0,4343.0,121.0,123.429,110.912,4.212,3.807,3.162,0.088,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-02,157214.0,4878.0,5395.714,4493.0,150.0,128.857,114.463,3.552,3.928,3.271,0.109,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-03,162311.0,5097.0,5398.143,4601.0,108.0,129.0,118.174,3.711,3.93,3.35,0.079,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-04,169417.0,7106.0,5711.0,4756.0,155.0,137.857,123.348,5.174,4.158,3.463,0.113,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-05,176603.0,7186.0,5916.714,4913.0,157.0,141.571,128.58,5.232,4.308,3.577,0.114,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-06,183202.0,6599.0,5985.429,5055.0,142.0,140.857,133.385,4.805,4.358,3.68,0.103,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-07,189536.0,6334.0,6140.714,5188.0,133.0,138.0,137.996,4.612,4.471,3.777,0.097,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-08,196187.0,6651.0,6264.429,5363.0,175.0,145.714,142.839,4.842,4.561,3.905,0.127,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-09,202657.0,6470.0,6491.857,5537.0,174.0,149.143,147.549,4.711,4.727,4.031,0.127,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-10,209202.0,6545.0,6698.714,5688.0,151.0,155.286,152.315,4.765,4.877,4.141,0.11,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-11,216605.0,7403.0,6741.143,5851.0,163.0,156.429,157.705,5.39,4.908,4.26,0.119,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-12,224684.0,8079.0,6868.714,6049.0,198.0,162.286,163.587,5.882,5.001,4.404,0.144,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-13,232771.0,8087.0,7081.286,6253.0,204.0,171.143,169.475,5.888,5.156,4.553,0.149,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-14,241551.0,8780.0,7430.714,6459.0,206.0,181.571,175.867,6.392,5.41,4.703,0.15,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-15,251144.0,9593.0,7851.0,6761.0,302.0,199.714,182.851,6.984,5.716,4.923,0.22,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-16,258786.0,7642.0,8018.429,7015.0,254.0,211.143,188.415,5.564,5.838,5.107,0.185,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-17,267522.0,8736.0,8331.429,7218.0,203.0,218.571,194.776,6.36,6.066,5.255,0.148,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-18,275757.0,8235.0,8450.286,7419.0,201.0,224.0,200.772,5.996,6.152,5.402,0.146,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-19,285570.0,9813.0,8698.0,7682.0,263.0,233.286,207.916,7.145,6.333,5.593,0.191,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-20,296919.0,11349.0,9164.0,7918.0,236.0,237.857,216.179,8.263,6.672,5.765,0.172,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-21,306356.0,9437.0,9257.857,8114.0,196.0,236.429,223.05,6.871,6.74,5.908,0.143,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-22,315343.0,8987.0,9171.286,8338.0,224.0,225.286,229.593,6.543,6.677,6.071,0.163,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-23,324419.0,9076.0,9376.143,8620.0,282.0,229.286,236.201,6.608,6.827,6.276,0.205,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-24,335768.0,11349.0,9749.429,8855.0,235.0,233.857,244.464,8.263,7.098,6.447,0.171,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-25,347710.0,11942.0,10279.0,9069.0,214.0,235.714,253.159,8.695,7.484,6.603,0.156,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-26,359308.0,11598.0,10534.0,9282.0,213.0,228.571,261.603,8.444,7.67,6.758,0.155,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-27,371545.0,12237.0,10660.857,9484.0,202.0,223.714,270.512,8.909,7.762,6.905,0.147,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-28,382153.0,10608.0,10828.143,9663.0,179.0,221.286,278.236,7.723,7.884,7.035,0.13,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-29,393283.0,11130.0,11134.286,9877.0,214.0,219.857,286.339,8.103,8.107,7.191,0.156,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-06-30,404891.0,11608.0,11496.0,10146.0,269.0,218.0,294.791,8.451,8.37,7.387,0.196,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-01,418104.0,13213.0,11762.286,10404.0,258.0,221.286,304.411,9.62,8.564,7.575,0.188,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-02,432306.0,14202.0,12085.143,10643.0,239.0,224.857,314.751,10.34,8.799,7.749,0.174,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-03,447466.0,15160.0,12594.0,10882.0,239.0,228.571,325.788,11.038,9.169,7.923,0.174,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-04,462951.0,15485.0,13058.0,11083.0,201.0,228.429,337.063,11.274,9.507,8.069,0.146,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-05,476586.0,13635.0,13490.429,11363.0,280.0,242.857,346.99,9.927,9.822,8.273,0.204,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-06,490326.0,13740.0,13863.286,11610.0,247.0,247.571,356.994,10.004,10.094,8.453,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-07,507792.0,17466.0,14700.143,11975.0,365.0,261.286,369.71,12.717,10.703,8.719,0.266,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-08,522535.0,14743.0,14918.714,12232.0,257.0,261.143,380.444,10.734,10.862,8.906,0.187,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-09,541725.0,19190.0,15631.286,12457.0,225.0,259.143,394.416,13.972,11.381,9.07,0.164,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-10,559430.0,17705.0,15994.857,12763.0,306.0,268.714,407.307,12.891,11.645,9.292,0.223,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-11,578216.0,18786.0,16466.429,12988.0,225.0,272.143,420.984,13.678,11.989,9.456,0.164,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-12,594933.0,16717.0,16906.714,13241.0,253.0,268.286,433.155,12.171,12.309,9.64,0.184,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-13,611002.0,16069.0,17239.429,13463.0,222.0,264.714,444.855,11.699,12.552,9.802,0.162,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-14,625452.0,14450.0,16808.571,13762.0,299.0,255.286,455.375,10.521,12.238,10.02,0.218,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-15,643484.0,18032.0,17278.429,13988.0,226.0,250.857,468.504,13.129,12.58,10.184,0.165,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-16,663929.0,20445.0,17457.714,14356.0,368.0,271.286,483.39,14.885,12.711,10.452,0.268,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-17,683468.0,19539.0,17719.714,14672.0,316.0,272.714,497.615,14.226,12.901,10.682,0.23,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-18,702480.0,19012.0,17752.0,14953.0,281.0,280.714,511.458,13.842,12.925,10.887,0.205,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-19,721049.0,18569.0,18016.571,15169.0,216.0,275.429,524.977,13.52,13.117,11.044,0.157,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-20,736561.0,15512.0,17937.0,15423.0,254.0,280.0,536.271,11.294,13.059,11.229,0.185,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-21,750440.0,13879.0,17855.429,15737.0,314.0,282.143,546.376,10.105,13.0,11.458,0.229,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-22,770049.0,19609.0,18080.714,16445.0,708.0,351.0,560.653,14.277,13.164,11.973,0.515,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-23,788518.0,18470.0,17798.571,16713.0,268.0,336.714,574.1,13.448,12.959,12.168,0.195,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-24,810613.0,22095.0,18163.714,17104.0,391.0,347.429,590.186,16.087,13.225,12.453,0.285,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-25,828757.0,18144.0,18039.714,17521.0,417.0,366.857,603.397,13.21,13.134,12.757,0.304,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-26,847065.0,18308.0,18002.429,17765.0,244.0,370.857,616.726,13.33,13.107,12.934,0.178,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-27,860515.0,13454.0,17708.429,18175.0,410.0,393.143,626.519,9.796,12.893,13.233,0.299,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-28,874016.0,13501.0,17654.429,18497.0,322.0,394.286,636.348,9.83,12.854,13.467,0.234,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-29,891656.0,17640.0,17373.143,18864.0,367.0,345.571,649.192,12.843,12.649,13.734,0.267,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-30,909073.0,17417.0,17222.714,19317.0,456.0,372.429,661.873,12.681,12.539,14.064,0.332,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-07-31,928075.0,19002.0,16780.857,19680.0,363.0,368.429,675.707,13.835,12.218,14.328,0.264,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-01,944997.0,16922.0,16606.286,19974.0,294.0,350.857,688.028,12.32,12.091,14.543,0.214,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-02,957731.0,12734.0,15810.0,20304.0,330.0,363.143,697.299,9.271,11.511,14.783,0.24,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-03,968595.0,10864.0,15440.0,20626.0,322.0,350.571,705.209,7.91,11.241,15.017,0.234,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-04,978515.0,9920.0,14928.429,21099.0,473.0,372.143,712.431,7.222,10.869,15.362,0.344,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-05,993874.0,15359.0,14602.571,21638.0,539.0,396.714,723.614,11.182,10.632,15.754,0.392,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-06,1008204.0,14330.0,14161.571,22069.0,431.0,393.143,734.047,10.433,10.311,16.068,0.314,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-07,1021693.0,13489.0,13374.0,22508.0,439.0,404.0,743.868,9.821,9.737,16.387,0.32,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-08,1035915.0,14222.0,12988.286,22920.0,412.0,420.857,754.223,10.355,9.456,16.687,0.3,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-09,1048272.0,12357.0,12934.429,23279.0,359.0,425.0,763.22,8.997,9.417,16.949,0.261,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-10,1057404.0,9132.0,12687.0,23598.0,319.0,424.571,769.869,6.649,9.237,17.181,0.232,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-11,1065279.0,7875.0,12394.857,23865.0,267.0,395.143,775.602,5.734,9.024,17.375,0.194,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-12,1074535.0,9256.0,11523.0,24274.0,409.0,376.571,782.341,6.739,8.39,17.673,0.298,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-13,1084940.0,10405.0,10962.286,24682.0,408.0,373.286,789.917,7.576,7.981,17.97,0.297,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-14,1097484.0,12544.0,10827.286,25098.0,416.0,370.0,799.05,9.133,7.883,18.273,0.303,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-15,1109296.0,11812.0,10483.0,25338.0,240.0,345.429,807.65,8.6,7.632,18.448,0.175,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-16,1119254.0,9958.0,10140.286,25633.0,295.0,336.286,814.9,7.25,7.383,18.663,0.215,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-17,1128106.0,8852.0,10100.286,25897.0,264.0,328.429,821.345,6.445,7.354,18.855,0.192,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-18,1136758.0,8652.0,10211.286,26312.0,415.0,349.571,827.644,6.299,7.435,19.157,0.302,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-19,1147648.0,10890.0,10444.714,26640.0,328.0,338.0,835.573,7.929,7.605,19.396,0.239,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-20,1158260.0,10612.0,10474.286,26977.0,337.0,327.857,843.299,7.726,7.626,19.641,0.245,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-21,1168533.0,10273.0,10149.857,27329.0,352.0,318.714,850.779,7.48,7.39,19.898,0.256,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-22,1178966.0,10433.0,9952.857,27603.0,274.0,323.571,858.375,7.596,7.246,20.097,0.199,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-23,1188019.0,9053.0,9823.571,27785.0,182.0,307.429,864.966,6.591,7.152,20.23,0.133,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-24,1195531.0,7612.0,9646.429,28005.0,220.0,301.143,870.435,5.542,7.023,20.39,0.16,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-25,1203068.0,7537.0,9487.143,28288.0,283.0,282.286,875.923,5.487,6.907,20.596,0.206,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-26,1211924.0,8856.0,9196.571,28607.0,319.0,281.0,882.371,6.448,6.696,20.828,0.232,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-27,1220472.0,8548.0,8901.714,28860.0,253.0,269.0,888.594,6.224,6.481,21.012,0.184,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-28,1228581.0,8109.0,8592.571,29091.0,231.0,251.714,894.498,5.904,6.256,21.18,0.168,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-29,1236945.0,8364.0,8297.0,29422.0,331.0,259.857,900.588,6.09,6.041,21.421,0.241,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-30,1245415.0,8470.0,8213.714,29586.0,164.0,257.286,906.754,6.167,5.98,21.541,0.119,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-08-31,1252228.0,6813.0,8099.571,29812.0,226.0,258.143,911.715,4.96,5.897,21.705,0.165,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-01,1259391.0,7163.0,8046.143,30054.0,242.0,252.286,916.93,5.215,5.858,21.882,0.176,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-02,1268105.0,8714.0,8025.857,30319.0,265.0,244.571,923.274,6.344,5.843,22.074,0.193,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-03,1275851.0,7746.0,7911.286,30616.0,297.0,250.857,928.914,5.64,5.76,22.291,0.216,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-04,1284430.0,8579.0,7978.429,30854.0,239.0,252.0,935.16,6.246,5.809,22.464,0.174,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-05,1291822.0,7392.0,7839.571,31079.0,225.0,236.857,940.542,5.382,5.708,22.628,0.164,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-06,1299644.0,7822.0,7747.0,31303.0,224.0,245.429,946.237,5.695,5.64,22.791,0.163,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-07,1306517.0,6873.0,7755.571,31521.0,218.0,244.286,951.241,5.004,5.647,22.95,0.159,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-08,1314196.0,7679.0,7829.286,31747.0,226.0,242.0,956.832,5.591,5.7,23.114,0.165,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-09,1322490.0,8294.0,7769.286,31939.0,192.0,231.571,962.871,6.039,5.657,23.254,0.14,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2020-09-10,1330538.0,8048.0,7812.429,32124.0,216.0,220.0,968.73,5.86,5.688,23.389,0.157,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373486472.0,,,,,,,,,,,,,,,,,,
